#x	y	res(1.25Hz)	phi(1.25Hz)	res(2.5Hz)	phi(2.5Hz)	res(5Hz)	phi(5Hz)	res(10Hz)	phi(10Hz)
0.970	0.413	1.757	-41.78	1.873	-183.3	1.851	171.3	3.401	-1159
1.050	0.413	1.547	-4.932	1.663	-166.3	1.512	208.9	3.521	342.7
1.130	0.413	1.62	52.83	1.817	-190	1.583	66.35	4.683	1903
1.210	0.413	2.085	85.07	2.402	-220	2.035	-132.4	7.84	1971
1.290	0.413	3.066	44.24	3.371	-197.9	2.783	-226.4	13.32	-604.6
1.370	0.413	4.414	-65.28	4.36	-109.6	3.556	-153.4	19.31	-4864
1.450	0.413	5.349	-168.2	4.808	-8.19	3.991	-20.83	20.79	-7695
1.530	0.413	5.26	-179.7	4.623	9.994	4.274	-61.04	17.78	-6103
1.610	0.413	4.639	-110.5	4.247	-99.89	4.924	-371.3	16.53	-1210
1.690	0.413	4.224	-87.02	4.008	-237.8	5.398	-669	15.15	1553
1.770	0.413	4.276	-184.5	3.992	-272.5	4.762	-630	9.344	-849.2
1.850	0.413	4.512	-286.1	4.084	-215.6	4.017	-378.7	5.859	-5302
1.930	0.413	4.149	-260.8	3.767	-122.7	3.848	-233.4	6.234	-7078
2.010	0.413	3.02	-163.7	2.771	-3.702	3.309	-225.8	4.636	-5351
2.090	0.413	2.126	-88.74	1.978	40.52	2.234	-246.6	1.269	-2182
2.170	0.413	1.971	-76.01	1.921	-28.39	1.91	-344.3	0.6007	-610.3
2.250	0.413	2.447	-88.56	2.468	-90.86	2.315	-360	0.9978	-997.5
2.340	0.413	3.353	-76.77	3.439	-91.47	3.08	-207.8	2.675	-1420
2.425	0.413	4.237	-47.05	4.39	-61.62	3.751	-32.22	5.369	-1270
2.480	0.413	4.674	-31.8	4.852	-46.5	4.049	47.9	6.945	-1126
0.007	0.440	4.786	-267.2	3.956	-49.18	4.367	-183.7	9.945	-2429
0.050	0.440	4.77	-266.9	3.938	-47.49	4.363	-183.5	10.06	-2447
0.109	0.440	4.73	-265.3	3.897	-43.21	4.359	-183.3	10.39	-2483
0.186	0.440	4.667	-260.1	3.834	-35.44	4.368	-185.8	11.08	-2515
0.280	0.440	4.574	-245	3.759	-23.45	4.416	-199.6	12.33	-2497
0.383	0.440	4.427	-208.5	3.689	-11.93	4.524	-242.7	13.73	-2401
0.463	0.440	4.218	-150.8	3.649	-17.9	4.675	-316.4	13.98	-2287
0.543	0.440	3.951	-80.68	3.653	-63.56	4.803	-403.3	11.38	-2198
0.623	0.440	3.634	-17.77	3.656	-143.4	4.853	-475.4	7.063	-2137
0.703	0.440	3.267	11.69	3.521	-211	4.705	-481.9	4.153	-2050
0.783	0.440	2.845	-0.3247	3.136	-227.3	4.099	-364.8	3.265	-1880
0.863	0.440	2.386	-28.34	2.584	-202.5	3.072	-130.2	3.531	-1546
0.943	0.440	1.963	-38.5	2.079	-172.7	2.143	105.1	4.06	-816.6
1.023	0.440	1.685	-11.72	1.803	-167.7	1.651	186.6	4.542	507.2
1.103	0.440	1.651	43.64	1.852	-193.4	1.604	69.05	5.671	1987
1.183	0.440	1.958	85.54	2.273	-217.2	1.941	-134	8.146	2356
1.263	0.440	2.731	63.73	3.043	-193.1	2.575	-250.8	12.06	467.7
1.343	0.440	3.958	-28.1	3.966	-112.2	3.301	-193.7	17.06	-3330
1.423	0.440	5.068	-128.7	4.628	-18.32	3.825	-43.81	19.79	-6892
1.503	0.440	5.246	-161.2	4.693	9.805	4.168	-36.26	16.63	-7274
1.583	0.440	4.626	-116.5	4.288	-74.5	4.694	-322.7	13.79	-3613
1.663	0.440	4.012	-86.26	3.821	-203.5	5.053	-666	13.82	342.1
1.743	0.440	3.885	-155.7	3.645	-262.9	4.521	-692.6	11.06	175.3
1.823	0.440	4.2	-257.2	3.853	-245.7	3.948	-462.7	7.162	-3481
1.903	0.440	4.262	-257.2	3.961	-187.8	4.029	-311.2	6.612	-6105
1.983	0.440	3.382	-167.7	3.215	-72.44	3.712	-294.6	5.59	-5110
2.063	0.440	2.344	-89.36	2.256	19.96	2.548	-298.6	1.909	-2239
2.143	0.440	1.97	-70.53	1.96	-5.442	1.942	-354.4	0.7015	-657
2.223	0.440	2.25	-83.38	2.314	-73.57	2.122	-381.8	0.8551	-899.5
2.307	0.440	3.001	-80.05	3.138	-94.68	2.784	-268.9	2.223	-1365
2.402	0.440	3.877	-54.13	4.077	-70.71	3.517	-92.42	5.106	-1271
2.467	0.440	4.415	-35.62	4.64	-51.67	3.921	11.38	7.313	-1086
0.033	0.440	4.781	-267.1	3.95	-48.62	4.366	-183.6	9.983	-2435
0.088	0.440	4.753	-266.3	3.92	-45.69	4.361	-183.3	10.19	-2463
0.159	0.440	4.702	-263.3	3.868	-39.8	4.361	-184.1	10.68	-2501
0.247	0.440	4.625	-254.2	3.798	-29.99	4.386	-190.8	11.63	-2514
0.352	0.440	4.509	-230.2	3.723	-17.32	4.463	-216.6	13.07	-2458
0.437	0.440	4.33	-182.1	3.665	-11.9	4.598	-276.2	14.08	-2341
0.517	0.440	4.092	-116.9	3.646	-34.86	4.75	-359.5	13.06	-2235
0.597	0.440	3.798	-47.28	3.658	-99.79	4.846	-442.9	9.283	-2162
0.677	0.440	3.456	2.331	3.612	-181	4.814	-489	5.392	-2098
0.757	0.440	3.061	11.14	3.359	-227	4.464	-439.8	3.503	-1980
0.837	0.440	2.615	-13.34	2.87	-219.3	3.615	-259.2	3.27	-1739
0.917	0.440	2.164	-36.57	2.315	-186.8	2.571	-5.852	3.799	-1233
0.997	0.440	1.802	-29.7	1.909	-166.5	1.841	170.3	4.318	-209.3
1.077	0.440	1.634	13.64	1.785	-177.6	1.574	150.7	4.987	1289
1.157	0.440	1.756	68.27	2.013	-207.6	1.721	-29.69	6.685	2387
1.237	0.440	2.281	83.37	2.619	-211.8	2.224	-209.9	9.902	1704
1.317	0.440	3.308	24.09	3.509	-157.3	2.945	-243.4	14.46	-1311
1.397	0.440	4.593	-82.18	4.365	-62.36	3.613	-121.5	18.94	-5349
1.477	0.440	5.303	-156	4.744	8.457	4.014	-11.08	18.78	-7621
1.557	0.440	4.987	-145.2	4.52	-18.85	4.39	-146.2	14.87	-5801
1.637	0.440	4.275	-93.5	4.036	-142	4.936	-511.1	13.53	-1331
1.717	0.440	3.881	-108.7	3.693	-249.5	4.908	-732.1	12.89	872.3
1.797	0.440	4.013	-210.7	3.719	-263.4	4.192	-594.7	8.902	-1454
1.877	0.440	4.313	-273.1	3.963	-219.6	3.917	-362.7	6.488	-5156
1.957	0.440	3.91	-217	3.679	-133.6	3.97	-288.5	6.44	-6032
2.037	0.440	2.807	-122.5	2.686	-15.44	3.155	-294.7	3.655	-3733
2.117	0.440	2.066	-72.66	2.015	21.56	2.14	-317.7	1.052	-1188
2.197	0.440	2.035	-75.68	2.061	-40.75	1.944	-378.8	0.6612	-617.9
2.277	0.440	2.577	-85.21	2.677	-91.92	2.412	-343.8	1.33	-1179
2.373	0.440	3.458	-68.48	3.63	-85.46	3.179	-179.4	3.593	-1380
2.448	0.440	4.21	-42.77	4.429	-58.84	3.775	-27.52	6.496	-1166
2.493	0.440	4.521	-32.01	4.75	-48.02	3.996	30.97	7.762	-1046
0.020	0.467	4.689	-268.3	3.862	-44.86	4.278	-182.2	9.644	-2526
0.069	0.467	4.66	-267.7	3.832	-42.14	4.266	-181.5	9.768	-2551
0.134	0.467	4.603	-265.2	3.772	-36.13	4.247	-180.8	10.1	-2587
0.217	0.467	4.519	-257.2	3.691	-25.7	4.24	-183.2	10.84	-2587
0.316	0.467	4.408	-236.2	3.605	-10.24	4.284	-200.4	12.25	-2479
0.410	0.467	4.248	-191.4	3.539	3.214	4.413	-255.8	13.85	-2266
0.490	0.467	4.039	-128.7	3.519	-6.832	4.595	-341.5	13.99	-2054
0.570	0.467	3.788	-55.79	3.555	-64.21	4.732	-434.2	10.58	-1845
0.650	0.467	3.509	5.996	3.596	-151.5	4.803	-509.8	5.814	-1632
0.730	0.467	3.197	27.06	3.469	-206	4.706	-510.2	3.266	-1424
0.810	0.467	2.832	2.313	3.074	-196.4	4.08	-367.3	2.935	-1213
0.890	0.467	2.419	-32.02	2.542	-160	2.981	-102.7	3.873	-849.8
0.970	0.467	2.024	-40.64	2.092	-144.4	2.061	128.3	5.039	-30.35
1.050	0.467	1.765	-7.183	1.882	-166	1.643	154.7	5.935	1311
1.130	0.467	1.756	53.01	1.992	-203.6	1.69	-23.48	7.367	2482
1.210	0.467	2.096	89.16	2.43	-209.5	2.111	-232.8	9.483	2255
1.290	0.467	2.892	53.97	3.125	-156.4	2.739	-296	11.86	-56.86
1.370	0.467	4.06	-39.84	3.901	-66.22	3.342	-170.7	15.08	-3711
1.450	0.467	4.923	-118.5	4.442	5.582	3.717	1.167	16.06	-6897
1.530	0.467	4.807	-128.8	4.441	-7.726	4.055	-60.02	11.47	-7224
1.610	0.467	4.08	-88.56	3.952	-113.3	4.609	-436.8	9.068	-3794
1.690	0.467	3.492	-83.28	3.38	-210	4.587	-736.2	10.7	-62.4
1.770	0.467	3.427	-163.2	3.192	-223.2	3.725	-616.1	9.716	-110.6
1.850	0.467	3.824	-238.5	3.532	-211.3	3.431	-347.1	6.714	-3306
1.930	0.467	3.941	-205.8	3.793	-187	3.945	-286.6	6.619	-5262
2.010	0.467	3.097	-115	3.076	-78.11	3.573	-326.2	5.062	-3577
2.090	0.467	2.201	-60.82	2.209	13.58	2.361	-337.5	1.548	-988.5
2.170	0.467	1.978	-64.16	2.043	-18.16	1.909	-389.9	0.7032	-409.6
2.250	0.467	2.365	-81.46	2.506	-82.47	2.219	-387	1.156	-1066
2.340	0.467	3.153	-73	3.371	-92.44	2.941	-243.5	3.261	-1366
2.425	0.467	3.942	-47.24	4.202	-65.63	3.614	-73.57	6.627	-1136
2.480	0.467	4.342	-33.46	4.606	-51.3	3.912	6.501	8.404	-971.1
0.020	0.493	4.505	-270.5	3.686	-36.84	4.107	-179.1	9.033	-2712
0.069	0.493	4.464	-269.7	3.643	-33.33	4.079	-177.8	9.085	-2741
0.134	0.493	4.384	-266.3	3.562	-25.57	4.03	-175.3	9.281	-2769
0.217	0.493	4.274	-255.8	3.454	-11.98	3.982	-174.5	9.864	-2716
0.316	0.493	4.146	-229.9	3.348	9.121	3.988	-189.5	11.27	-2469
0.410	0.493	3.985	-180.5	3.274	31.47	4.118	-251.9	13.38	-2069
0.490	0.493	3.794	-115.6	3.264	28.21	4.327	-348.5	14.27	-1683
0.570	0.493	3.592	-38.14	3.342	-34.35	4.469	-449.5	10.52	-1252
0.650	0.493	3.409	32.11	3.482	-133.4	4.61	-550.7	4.892	-771.1
0.730	0.493	3.242	54.79	3.477	-180	4.782	-592	2.329	-360
0.810	0.493	3.041	16.38	3.186	-140.8	4.421	-469.6	2.325	-114.9
0.890	0.493	2.75	-34.94	2.735	-88.24	3.286	-182.5	4.176	152.4
0.970	0.493	2.377	-58.11	2.323	-89.8	2.226	84.88	6.852	813.5
1.050	0.493	2.047	-31.39	2.099	-144.5	1.737	107.5	8.493	1873
1.130	0.493	1.918	34.02	2.134	-196.9	1.772	-105.7	9.632	2621
1.210	0.493	2.087	84.01	2.391	-186.9	2.17	-326.5	9.722	2184
1.290	0.493	2.631	66.32	2.784	-114.7	2.657	-361.4	8.705	341.3
1.370	0.493	3.488	-4.254	3.271	-31.54	3.018	-185.1	9.171	-2315
1.450	0.493	4.117	-56.93	3.736	11.29	3.192	38.64	9.376	-5447
1.530	0.493	3.97	-70.27	3.868	-28.65	3.48	-16.16	5.405	-7774
1.610	0.493	3.307	-57.96	3.428	-122.2	4.014	-431.9	3.6	-6426
1.690	0.493	2.698	-57.87	2.698	-153.6	3.691	-706.6	5.863	-2137
1.770	0.493	2.515	-105.8	2.347	-106.5	2.63	-474	8.06	507.3
1.850	0.493	2.877	-151.9	2.692	-123.9	2.457	-163.9	5.944	-872
1.930	0.493	3.344	-123.7	3.389	-203.2	3.406	-203.4	5.867	-3010
2.010	0.493	2.973	-56.73	3.187	-145.5	3.546	-336.8	5.461	-1815
2.090	0.493	2.234	-26.47	2.402	-19.06	2.423	-369	2.011	135.6
2.170	0.493	2.003	-46.34	2.18	-13.53	1.937	-415.4	0.9525	-107.8
2.250	0.493	2.33	-71.35	2.583	-75.52	2.203	-415.7	1.568	-1040
2.340	0.493	3.023	-67.46	3.35	-92.49	2.881	-279.4	4.36	-1244
2.425	0.493	3.716	-45.79	4.055	-69.12	3.513	-109.8	8.317	-959.6
2.480	0.493	4.072	-33.83	4.396	-56.12	3.791	-29.52	10.07	-786
0.007	0.520	4.422	-271.6	3.607	-33.31	4.029	-177.9	8.74	-2800
0.050	0.520	4.386	-271	3.57	-30.46	4.002	-176.6	8.748	-2825
0.109	0.520	4.305	-268.2	3.489	-23.21	3.944	-173.7	8.829	-2859
0.186	0.520	4.189	-259.1	3.373	-10.01	3.872	-170.4	9.189	-2821
0.280	0.520	4.053	-235.3	3.25	11.66	3.835	-177.5	10.28	-2568
0.383	0.520	3.895	-188.8	3.158	39.79	3.926	-230.1	12.41	-2107
0.463	0.520	3.71	-126.9	3.129	50.29	4.133	-325	14.3	-1656
0.543	0.520	3.52	-50.53	3.195	-0.1102	4.271	-423.3	11.82	-1161
0.623	0.520	3.368	28.95	3.369	-106.5	4.382	-534	5.586	-567.1
0.703	0.520	3.269	68.05	3.473	-171.4	4.679	-621.6	2.206	-12.33
0.783	0.520	3.175	34.69	3.302	-132.1	4.688	-566	1.842	308
0.863	0.520	3.001	-26.21	2.93	-60.3	3.739	-308	3.515	493.5
0.943	0.520	2.681	-66.99	2.53	-48.58	2.534	6.753	6.872	949.6
1.023	0.520	2.299	-59.03	2.253	-108.9	1.858	106.9	9.234	1808
1.103	0.520	2.045	0.3837	2.189	-179.6	1.761	-73.61	10.49	2486
1.183	0.520	2.039	66.56	2.313	-185.3	2.077	-318.4	10.17	2245
1.263	0.520	2.353	77.31	2.537	-119.6	2.501	-400.7	7.683	887.2
1.343	0.520	2.991	26.77	2.852	-38.13	2.794	-257.3	6.685	-982.1
1.423	0.520	3.586	-17.36	3.243	7.605	2.882	-0.6506	7.227	-3543
1.503	0.520	3.605	-37.71	3.507	-24.91	3.045	52.48	4.377	-6996
1.583	0.520	3.098	-43.74	3.299	-112.9	3.579	-300.3	2.211	-8104
1.663	0.520	2.487	-42.57	2.587	-135.5	3.495	-641	3.361	-4635
1.743	0.520	2.151	-62.45	2.045	-54.27	2.399	-465.7	6.586	-97.78
1.823	0.520	2.317	-95.69	2.15	-37.88	1.945	-91.16	5.621	706.7
1.903	0.520	2.873	-88.96	2.891	-167.8	2.731	-89.79	4.987	-1581
1.983	0.520	2.949	-42.22	3.228	-197.3	3.466	-283	5.912	-1508
2.063	0.520	2.363	-12.89	2.615	-65.52	2.65	-355.8	3.079	314.7
2.143	0.520	2.026	-30.35	2.242	-5.902	2.008	-402	1.277	217.5
2.223	0.520	2.209	-60.92	2.487	-57.02	2.103	-431.9	1.554	-843.6
2.307	0.520	2.784	-66.59	3.142	-92.14	2.673	-334.6	3.934	-1184
2.402	0.520	3.463	-49.4	3.833	-76.78	3.325	-162.9	8.149	-934.1
2.467	0.520	3.888	-35.76	4.237	-61.09	3.681	-59.92	10.57	-718
0.033	0.520	4.41	-271.4	3.595	-32.36	4.02	-177.4	8.743	-2808
0.088	0.520	4.351	-270	3.535	-27.41	3.977	-175.4	8.776	-2843
0.159	0.520	4.251	-264.7	3.435	-17.41	3.909	-171.9	8.965	-2853
0.247	0.520	4.123	-249.5	3.311	-0.3397	3.847	-171.8	9.619	-2727
0.352	0.520	3.979	-215.1	3.2	25.34	3.862	-196.1	11.23	-2352
0.437	0.520	3.807	-159	3.135	48.99	4.02	-273.9	13.52	-1864
0.517	0.520	3.617	-89.98	3.149	35.22	4.226	-377.3	13.74	-1412
0.597	0.520	3.44	-9.786	3.27	-47.12	4.332	-478.7	8.716	-869
0.677	0.520	3.313	55.97	3.445	-148.8	4.51	-584.5	3.475	-271.3
0.757	0.520	3.224	61.13	3.43	-165.8	4.756	-615.5	1.768	183.4
0.837	0.520	3.101	4.463	3.131	-96.12	4.319	-457.9	2.35	408.5
0.917	0.520	2.857	-51.45	2.723	-45.29	3.105	-145.1	5.143	682.8
0.997	0.520	2.489	-70	2.372	-72.35	2.121	92.51	8.462	1352
1.077	0.520	2.148	-34.25	2.196	-147.2	1.748	44	9.925	2218
1.157	0.520	2.008	35.96	2.231	-192.2	1.878	-203.6	10.42	2502
1.237	0.520	2.155	80.7	2.413	-157	2.292	-385.8	8.971	1673
1.317	0.520	2.639	57.7	2.68	-75.27	2.664	-350.2	6.905	-26.56
1.397	0.520	3.331	0.5354	3.051	-9.378	2.858	-127.5	6.853	-2200
1.477	0.520	3.686	-29.64	3.419	0.8116	2.941	69.09	6.122	-5316
1.557	0.520	3.388	-42.3	3.468	-65.6	3.278	-83.36	2.982	-8063
1.637	0.520	2.771	-44.39	2.961	-138.1	3.682	-512.5	2.325	-6813
1.717	0.520	2.266	-48.69	2.255	-103.9	2.979	-625	4.996	-2128
1.797	0.520	2.169	-79.13	2.013	-30.34	2.041	-262.9	6.864	967.1
1.877	0.520	2.578	-98.63	2.471	-93.78	2.183	-29.7	4.96	-265.3
1.957	0.520	3.028	-66.83	3.202	-208.4	3.267	-188.4	5.364	-2036
2.037	0.520	2.693	-22.63	2.991	-141.6	3.199	-340.6	4.828	-629.9
2.117	0.520	2.128	-17.39	2.348	-15.72	2.228	-374.7	1.894	545.5
2.197	0.520	2.048	-47.41	2.281	-22.31	1.966	-423	1.215	-346.3
2.277	0.520	2.454	-68.22	2.773	-81.54	2.345	-400.3	2.401	-1151
2.373	0.520	3.134	-59.64	3.508	-88.5	3.023	-248.2	6.098	-1099
2.448	0.520	3.723	-41.19	4.084	-67.06	3.554	-98.7	9.817	-802.9
2.493	0.520	3.973	-33.02	4.316	-58.05	3.746	-40.39	10.96	-675.3
0.020	0.547	4.341	-272.5	3.529	-29.79	3.952	-176.6	8.456	-2886
0.069	0.547	4.287	-271.6	3.475	-25.72	3.909	-174.8	8.426	-2924
0.134	0.547	4.184	-267.8	3.373	-16.71	3.83	-170.8	8.451	-2958
0.217	0.547	4.044	-255.3	3.235	-0.8012	3.733	-166.4	8.778	-2873
0.316	0.547	3.89	-223.7	3.098	25.77	3.683	-176.9	9.963	-2489
0.410	0.547	3.711	-168.8	3.003	60.33	3.803	-248.7	12.41	-1928
0.490	0.547	3.508	-106	2.989	66.72	4.028	-352.9	14.32	-1505
0.570	0.547	3.32	-26.85	3.088	-12.75	4.05	-430.4	10.57	-954.3
0.650	0.547	3.216	55.94	3.331	-148.3	4.094	-544.1	3.921	-254.1
0.730	0.547	3.208	80.37	3.434	-189.6	4.544	-645.5	1.392	355.8
0.810	0.547	3.226	14.2	3.227	-95.17	4.633	-573.8	1.647	623.8
0.890	0.547	3.139	-54.65	2.9	-5.806	3.546	-276.8	4.414	726.9
0.970	0.547	2.827	-91.83	2.563	-15.54	2.366	48.73	8.333	1144
1.050	0.547	2.4	-75.43	2.315	-103.6	1.797	86.75	9.424	1896
1.130	0.547	2.108	-6.169	2.242	-178.3	1.795	-153.1	10.32	2201
1.210	0.547	2.054	62.98	2.295	-163	2.152	-375.6	9.411	1625
1.290	0.547	2.297	68.42	2.402	-90.9	2.469	-396.2	5.667	350.5
1.370	0.547	2.823	18.83	2.607	-27.67	2.622	-210.8	4.512	-841.6
1.450	0.547	3.187	1.054	2.882	0.2598	2.563	53.28	5.209	-2998
1.530	0.547	3.024	-18.28	3.059	-57.76	2.702	37.22	2.468	-7125
1.610	0.547	2.559	-35.39	2.846	-148.2	3.289	-382.3	1.167	-8646
1.690	0.547	2.058	-26.39	2.151	-107.4	2.918	-596.8	2.921	-4529
1.770	0.547	1.795	-29.41	1.689	36.5	1.77	-217.3	6.11	792.1
1.850	0.547	2.001	-45.26	1.872	29.02	1.545	138.3	3.84	1365
1.930	0.547	2.586	-38.35	2.695	-175.3	2.581	-39.82	3.902	-1534
2.010	0.547	2.631	-13.47	2.973	-199.9	3.135	-275.1	6.086	-885.4
2.090	0.547	2.132	-5.741	2.372	-38.05	2.272	-319	3.07	767.3
2.170	0.547	1.981	-35.27	2.201	-1.393	1.933	-388.7	1.472	-165.9
2.250	0.547	2.302	-62.94	2.623	-71.37	2.224	-425.1	2.34	-1139
2.340	0.547	2.921	-60.62	3.317	-95.56	2.845	-300.5	5.803	-1075
2.425	0.547	3.537	-42.77	3.914	-74.12	3.416	-133.5	9.85	-736.2
2.480	0.547	3.854	-32.84	4.203	-62.16	3.665	-56.09	11.32	-571.8
0.020	0.573	4.194	-274.3	3.39	-23.68	3.812	-174.6	7.912	-3049
0.069	0.573	4.128	-273.5	3.326	-19.28	3.755	-172.5	7.795	-3098
0.134	0.573	4.002	-269.5	3.202	-9.587	3.644	-167.4	7.635	-3147
0.217	0.573	3.832	-255.4	3.035	7.813	3.497	-159.6	7.671	-3042
0.316	0.573	3.644	-218	2.862	39.44	3.384	-166	8.523	-2537
0.410	0.573	3.428	-158.4	2.736	87.6	3.481	-248.3	11.02	-1875
0.490	0.573	3.183	-104.4	2.709	102	3.697	-350.8	13.83	-1568
0.570	0.573	2.978	-28.91	2.812	-7.397	3.511	-365.8	10.51	-1007
0.650	0.573	2.932	67.24	3.143	-198.1	3.36	-469.9	3.127	-173
0.730	0.573	3.082	92.51	3.317	-234.5	3.991	-638.5	0.7959	590.5
0.810	0.573	3.354	-10.25	3.18	-69.65	4.599	-648.1	1.169	865
0.890	0.573	3.556	-88.73	3.038	69.12	3.733	-378.1	4.6	746.3
0.970	0.573	3.358	-132.1	2.824	64.62	2.54	0.8977	8.579	826.5
1.050	0.573	2.805	-127.2	2.53	-47.46	1.879	76.1	7.612	1262
1.130	0.573	2.311	-61.71	2.302	-145.8	1.773	-160	8.519	1157
1.210	0.573	1.998	22.22	2.139	-139.1	2.023	-360.2	8.53	603.4
1.290	0.573	1.947	51.5	2.027	-92.08	2.164	-380	3.558	-58.41
1.370	0.573	2.203	16.75	2.026	-59.52	2.201	-234.2	2.016	243.1
1.450	0.573	2.355	36.41	2.091	-23.52	1.979	38.82	3.037	-328.3
1.530	0.573	2.189	11.71	2.217	-83.78	1.942	79.54	1.335	-5403
1.610	0.573	1.929	-22.16	2.254	-181.8	2.501	-295.3	0.4207	-9616
1.690	0.573	1.59	10.8	1.748	-87.4	2.265	-423.6	1.597	-6338
1.770	0.573	1.307	48.11	1.265	149.1	1.223	76.37	4.409	794.8
1.850	0.573	1.363	54.69	1.276	187.4	0.9467	448.1	1.938	2911
1.930	0.573	1.873	33.58	1.963	-114.6	1.782	141.1	2.084	-1035
2.010	0.573	2.143	8.375	2.473	-227.2	2.448	-160.8	6.83	-932.7
2.090	0.573	1.898	-1.77	2.101	-44.15	1.936	-199.2	5.293	754.2
2.170	0.573	1.907	-32.92	2.09	10.55	1.896	-314.2	2.556	-590.7
2.250	0.573	2.286	-57.68	2.618	-72.46	2.29	-412.1	3.788	-1368
2.340	0.573	2.862	-53.67	3.281	-102.5	2.847	-306.3	7.73	-895.3
2.425	0.573	3.407	-38.09	3.788	-81.17	3.323	-143.9	10.94	-476.5
2.480	0.573	3.684	-30.2	4.033	-69.6	3.534	-72.34	11.84	-329.6
0.007	0.600	4.131	-275.2	3.331	-21.17	3.752	-173.9	7.673	-3122
0.050	0.600	4.078	-274.8	3.279	-17.83	3.704	-172.4	7.552	-3167
0.109	0.600	3.956	-272.1	3.161	-9.396	3.593	-167.9	7.315	-3235
0.186	0.600	3.78	-261	2.989	6.019	3.43	-159.5	7.135	-3191
0.280	0.600	3.577	-227.6	2.794	34.55	3.262	-155.9	7.506	-2747
0.383	0.600	3.348	-167.9	2.635	86.16	3.281	-223.1	9.419	-2006
0.463	0.600	3.08	-120.8	2.58	121.6	3.519	-334.9	12.68	-1735
0.543	0.600	2.837	-60.02	2.634	34.27	3.341	-315	12.1	-1296
0.623	0.600	2.757	41.33	2.954	-184.3	2.972	-362.4	4.383	-474.6
0.703	0.600	2.918	99.56	3.213	-281.2	3.402	-552.4	0.8191	415.3
0.783	0.600	3.282	0.2584	3.154	-124.1	4.359	-667.8	0.7909	872.5
0.863	0.600	3.699	-89.08	3.13	63.84	4.077	-515.6	3.411	722.1
0.943	0.600	3.727	-135.4	3.047	108.5	2.954	-123.7	7.996	505.7
1.023	0.600	3.184	-150.5	2.746	14.49	2.107	76.08	6.476	793.9
1.103	0.600	2.565	-108.8	2.404	-105.1	1.767	-89.2	6.554	583.5
1.183	0.600	2.072	-27.4	2.119	-130.2	1.884	-295.2	8.902	185.3
1.263	0.600	1.806	34.63	1.915	-106.7	1.983	-358.2	3.972	-322.9
1.343	0.600	1.906	5.332	1.828	-96.62	2.053	-295.6	1.415	181.6
1.423	0.600	2.036	36.04	1.788	-44.2	1.862	-65.01	2.262	1251
1.503	0.600	1.906	27.65	1.813	-69.04	1.612	94.38	1.689	-2437
1.583	0.600	1.737	-16.69	1.999	-184.2	1.997	-160.3	0.3296	-8657
1.663	0.600	1.513	11.91	1.751	-138.3	2.149	-358.9	0.8124	-8264
1.743	0.600	1.22	62.72	1.247	102.7	1.284	39.94	3.651	-1332
1.823	0.600	1.116	91.35	1.05	263.4	0.777	511.2	1.781	3320
1.903	0.600	1.455	73.65	1.464	13.51	1.234	304.5	1.195	-120
1.983	0.600	1.866	18.14	2.122	-227.5	2.039	-59.91	5.306	-1658
2.063	0.600	1.798	-2.553	1.989	-93.1	1.819	-117.7	8.382	376.3
2.143	0.600	1.822	-26.87	1.944	17.42	1.826	-217.8	3.852	-537.4
2.223	0.600	2.171	-51.83	2.443	-53.24	2.221	-378.9	4.204	-1521
2.307	0.600	2.694	-51.99	3.102	-105.7	2.71	-339.7	7.482	-964
2.402	0.600	3.233	-38.37	3.619	-90.85	3.171	-179.5	10.53	-418.8
2.467	0.600	3.561	-29.77	3.909	-75.84	3.428	-90.37	11.67	-226.6
0.033	0.600	4.113	-275.1	3.314	-20.05	3.736	-173.4	7.632	-3137
0.088	0.600	4.025	-273.8	3.228	-14.27	3.656	-170.5	7.445	-3200
0.159	0.600	3.874	-268	3.081	-2.643	3.517	-164.1	7.209	-3235
0.247	0.600	3.681	-247.9	2.893	18.3	3.343	-155.9	7.228	-3032
0.352	0.600	3.469	-200.2	2.708	57.69	3.238	-175.9	8.236	-2376
0.437	0.600	3.22	-140	2.59	110.4	3.381	-279.7	11.02	-1779
0.517	0.600	2.952	-92.98	2.587	99.72	3.516	-352.4	13.24	-1591
0.597	0.600	2.77	-13.28	2.753	-64.98	3.139	-319	8.238	-919.5
0.677	0.600	2.807	81.77	3.134	-264.8	3.056	-447.6	1.884	-10.76
0.757	0.600	3.082	70.82	3.225	-228.3	3.897	-633.5	0.5864	717.7
0.837	0.600	3.501	-59.83	3.104	-12.14	4.44	-623.9	1.551	854.6
0.917	0.600	3.79	-117.9	3.103	106	3.482	-327.1	6.268	606.9
0.997	0.600	3.519	-149.9	2.932	70.25	2.461	23.15	8.016	599.1
1.077	0.600	2.856	-134.8	2.581	-54.51	1.89	23.65	6.029	795.2
1.157	0.600	2.292	-66.87	2.256	-134	1.799	-209.4	7.589	378.4
1.237	0.600	1.902	12.56	1.995	-114.9	1.955	-342.8	6.838	-115.8
1.317	0.600	1.803	29.58	1.839	-96.98	1.991	-335	2.205	-189.2
1.397	0.600	1.986	9.167	1.804	-80.27	1.982	-194.3	1.439	890
1.477	0.600	2.002	46.27	1.798	-40.92	1.707	51.5	2.425	65.55
1.557	0.600	1.818	1.298	1.906	-122.3	1.741	10.43	0.7588	-5871
1.637	0.600	1.631	-17.03	1.938	-192.6	2.203	-314.6	0.3387	-9572
