47 # number of electrodes
# x y z
14.86	301.49	-1
  37	  41	  21	  25	29.5493	0.0437612	0.23971	0.01049
  38	  42	   6	  10	16.7504	0.00387034	0.10335	0.0004
  38	  42	  22	  26	24.73	0.0358007	0.10335	0.0037
  39	  43	   7	  11	6.20159	0.00146531	0.13649	0.0002
  39	  43	  23	  27	517315	732.654	0.13649	100
  40	  44	   8	  12	12.9595	0.00308824	0.272	0.00084
  40	  44	  24	  28	90.3922	0.125551	0.272	0.03415
  41	  45	   9	  13	64.6083	0.0153897	0.21118	0.00325
  41	  45	  25	  29	67.7668	0.0925751	0.21118	0.01955
  42	  46	  10	  14	43.9003	0.010395	0.1924	0.002
  42	  46	  26	  30	70.8317	0.0954262	0.1924	0.01836
  43	  47	  11	  15	41.3356	0.00969828	0.16704	0.00162
  43	  47	  27	  31	55.2908	0.0736351	0.16704	0.0123
