"Karsdorf",990401,"Wenner","8m","P11"
8
1
610
0
0
56,56,336.09
64,56,341.01
72,56,327.77
80,56,314.92
88,56,291.66
96,56,279.97
104,56,262.47
112,56,243.55
120,56,222.32
128,56,220.08
136,56,218.27
144,56,214.4
152,56,211.69
160,56,233.17
168,56,238.24
176,56,263.34
184,56,242.63
192,56,227.78
200,56,211.41
208,56,191.79
216,56,166.3
224,56,146.8
232,56,130.83
240,56,137.83
248,56,140.11
256,56,146.04
264,56,152.9
272,56,149.99
280,56,141.78
288,56,143.35
296,56,145.5
304,56,150.62
312,56,146.59
320,56,145.2
0,64,261.89
8,64,293.81
16,64,305.98
24,64,323.49
32,64,334.63
40,64,339.66
48,64,336.63
56,64,326.97
64,64,325.3
72,64,302.04
80,64,274.57
88,64,242.53
96,64,232.41
104,64,222.86
112,64,225.89
120,64,223.79
128,64,214.1
136,64,217.35
144,64,224.26
152,64,238.68
160,64,258.71
168,64,254.1
176,64,240.07
184,64,224.58
192,64,215.08
200,64,198.69
208,64,187.22
216,64,173.64
224,64,133.44
232,64,144.08
240,64,153.02
248,64,168.55
256,64,156.1
264,64,149.57
272,64,160.13
280,64,153.9
288,64,162.29
296,64,158.11
0,72,283.07
8,72,300.26
16,72,328.17
24,72,332.03
32,72,319.03
40,72,311.65
48,72,327.72
56,72,311.18
64,72,277.78
72,72,246.38
80,72,229.82
88,72,226.02
96,72,222.34
104,72,226.78
112,72,232.5
120,72,207.39
128,72,214.5
136,72,225.58
144,72,246.14
152,72,245.24
160,72,239.14
168,72,240.14
176,72,218.92
184,72,225.02
192,72,224.76
200,72,197.28
208,72,181.32
216,72,148.12
224,72,164.04
232,72,163.9
240,72,158.9
248,72,156.95
256,72,163.44
264,72,162.66
272,72,160.08
0,80,296
8,80,308.95
16,80,316.21
24,80,323.88
32,80,312.22
40,80,311.55
48,80,279.38
56,80,255.05
64,80,245.99
72,80,240.01
80,80,230.06
88,80,225.39
96,80,224.86
104,80,193.92
112,80,209.9
120,80,209.01
128,80,228.09
136,80,230.73
144,80,231.76
152,80,242.12
160,80,238.39
168,80,239.1
176,80,227.13
184,80,221.27
192,80,207.3
200,80,198.04
208,80,163.04
216,80,171.93
224,80,170.73
232,80,167.4
240,80,177.69
248,80,172.46
0,88,283.32
8,88,301.59
16,88,305.06
24,88,301.11
32,88,277.2
40,88,269.54
48,88,255.75
56,88,242.45
64,88,244.39
72,88,240.91
80,88,212.9
88,88,217.04
96,88,221.65
104,88,213.04
112,88,220.37
120,88,219.58
128,88,223.72
136,88,238.49
144,88,246.18
152,88,240.53
160,88,226.81
168,88,239.45
176,88,232.45
184,88,215.55
192,88,202.69
200,88,186.02
208,88,184.51
216,88,180.47
224,88,181.94
0,96,268.9
8,96,268
16,96,274.87
24,96,271.64
32,96,264.82
40,96,253.42
48,96,252.53
56,96,239.25
64,96,237.11
72,96,231.15
80,96,222.93
88,96,220.81
96,96,225.4
104,96,206.77
112,96,224.91
120,96,231.24
128,96,230.51
136,96,232.11
144,96,237.09
152,96,244.28
160,96,242.39
168,96,236.64
176,96,229.05
184,96,222.89
192,96,199.92
200,96,191.69
0,104,254.28
8,104,260.87
16,104,264.83
24,104,257.9
32,104,249.74
40,104,253.08
48,104,252.96
56,104,240.77
64,104,234.55
72,104,228.74
80,104,213.04
88,104,223.75
96,104,241.95
104,104,215.02
112,104,222.38
120,104,223.76
128,104,247.09
136,104,250.05
144,104,232.09
152,104,242.45
160,104,239.68
168,104,250.11
176,104,221.31
0,112,241.57
8,112,264
16,112,253.99
24,112,252.04
32,112,245.59
40,112,246.24
48,112,247.31
56,112,241.17
64,112,240.84
72,112,281.27
80,112,209.3
88,112,187.53
96,112,218.19
104,112,230.75
112,112,229.73
120,112,233.84
128,112,246.56
136,112,240.45
144,112,252.68
152,112,258.04
0,120,228.58
8,120,254.16
16,120,244.85
24,120,242.47
32,120,240.88
40,120,252.1
48,120,266.06
56,120,238.74
64,120,198.7
72,120,214.51
80,120,222.25
88,120,218.83
96,120,221.01
104,120,239.03
112,120,243.18
120,120,250.49
128,120,246.42
0,128,225.69
8,128,249.4
16,128,247.2
24,128,252.81
32,128,261.46
40,128,232.6
48,128,245.73
56,128,274.04
64,128,219.23
72,128,214.87
80,128,223.57
88,128,235.82
96,128,265.47
104,128,247.02
0,136,233.54
8,136,251.33
16,136,242.85
24,136,239.28
32,136,252.53
40,136,238.62
48,136,214.52
56,136,245.53
64,136,226.99
72,136,259
80,136,242.32
0,144,252.15
8,144,279.74
16,144,249.69
24,144,209.08
32,144,241.55
40,144,233.13
48,144,282.9
56,144,273.47
0,152,164.65
8,152,253.96
16,152,235.67
24,152,243.14
32,152,243.92
0,160,232.67
8,160,259.39
2
13
-10,360
0,361
70,365
125,370
190,375
270,380
315,385
370,390
388,392
395,394
415,395
460,400
500,405
2
0
0
0
0
0
0
0
